Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JPM^G,J P Morgan Chase & Co,26.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,26.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",11.18,$164.29M,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",2.39,$105.39M,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jill
JCP,"J.C. Penney Company, Inc. Holding Company",1.14,$361.17M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),115.46,$13.17B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,30.54,$4.67B,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,85.75,$11.71B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,8.1,$1.73B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,13.17,$5.82B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,22.65,$4.42B,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,8.76,$248.2M,1990,n/a,n/a,https://www.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,39.17,$5.25B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,21.34,$6.4B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",21.44,$2.16B,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",20.45,$420.97M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,3.71,$624.39M,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,20.26,$797.05M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,3.835,$80.93M,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.5348,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,25.6873,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JBT,John Bean Technologies Corporation,122.25,$3.87B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,32.12,$599.7M,1994,n/a,n/a,https://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,13.89,$169.65M,2011,n/a,n/a,https://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.45,$168.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.67,$145.15M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,23.3,$496.29M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,23.76,$618.67M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,19.4,$612.99M,2003,n/a,n/a,https://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,17.07,$828.46M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,25.84,$914.35M,2004,n/a,n/a,https://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,6.89,$76.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,132.5,$351.79B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,42.06,$37.77B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
JLL,Jones Lang LaSalle Incorporated,140.23,$7.25B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
JMEI,Jumei International Holding Limited,2.38,$295.31M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
JMIA,Jumia Technologies AG,23.07,$1.81B,2019,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/jmia
JNPR,"Juniper Networks, Inc.",27.29,$9.4B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,2.11,$70.85M,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",4.2,$634.35M,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",23.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/je^a
LRN,K12 Inc,30.68,$1.23B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,90.43,$1.01B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",2.54,$328.88M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,61.84,$1.73B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,122.82,$12.35B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,26,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu^
KAR,"KAR Auction Services, Inc",24.95,$3.33B,2009,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar
KMF,"Kayne Anderson Midstream Energy Fund, Inc",11.94,$563.54M,2010,n/a,n/a,https://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP/Midstream Investment Company,16,$2.02B,2004,n/a,n/a,https://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP/Midstream Investment Company,25.235,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,37.64,$14.78B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/kb
KBH,KB Home,26.74,$2.36B,1986,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",25.27,$3.57B,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr
FRAC,"Keane Group, Inc.",6.55,$687.54M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/frac
K,Kellogg Company,55.22,$18.8B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,18.79,$1.09B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/kem
KMPR,Kemper Corporation,87.72,$5.83B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,34.73,$2.86B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,20.67,$2.95B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,20.75,$1.12B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ken
KDP,Keurig Dr Pepper Inc.,28.29,$39.8B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kdp
KEG,"Key Energy Services, Inc.",3.02,$61.59M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/keg
KEY,KeyCorp,17.38,$17.52B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,28.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,25.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^j
KEY^K,KeyCorp,25.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^k
KEYS,Keysight Technologies Inc.,89.42,$16.83B,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,76.5,$7.72B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,16.05,$752.9M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,138.52,$47.62B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,18.3,$7.72B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,25.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,24.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,24.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",20.91,$47.33B,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",2.63,$58.86M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,4.01,$5.02B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,77.45,$4.64B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,44.06,$9.25B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,15.45,$1.3B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,26.05,$21.95B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,27.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,15.71,$319.55M,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,20.18,$1.16B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",35.89,$6.21B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",23.37,$1.16B,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,20.12,$657.81M,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,17.44,$1.59B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,49.84,$8.08B,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,44.54,$40.57B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",32.02,$1.82B,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,27.3,$563.69M,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,10.8,$13.87B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",28.168,$146.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn Ferry ,39.46,$2.23B,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,5.61,$2.25B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,30.73,$983.84M,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),21.96,$17.54B,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,13.94,$1.62B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro
KT,KT Corporation,11.97,$5.87B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",26.41,$7.3B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),6.35,$43.76M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",192.57,$42.64B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,175.05,$17.24B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,16.91,$2.03B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,10,$491.52M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",66.79,$9.77B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,5.77,$226.9M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",2.98,$704.93M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,64.73,$50.02B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
LTM,LATAM Airlines Group S.A.,10.03,$6.08B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm
LGI,Lazard Global Total Return and Income Fund,16.29,$156.47M,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,36.2,$4B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",9.98,$68.66M,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,32.29,$1.51B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,91.04,$2.28B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,7.02,$181.49M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/leaf
LEA,Lear Corporation,129.74,$8.08B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.06,$118.91M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.12,$379.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",38.4,$3.33B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.79,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.14,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",39.29,$5.16B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,28.1905,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,31.96,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.19,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,7.0495,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",82.04,$11.83B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.2,$162.92M,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,15.77,$1.36B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,47.77,$15.39B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",292.36,$11.47B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,10.25,$256.25M,2018,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lhc.ws
LEVI,Levi Strauss & Co,19.8,$7.77B,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,9.6,$2.25B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,53.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",7.21,$5.16B,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,6.54,$1.34B,1986,n/a,n/a,https://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",6.1,$229.03M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,14.19,$1.6B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt
LPT,Liberty Property Trust,51,$7.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",100.21,$4.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",1.4435,$97.04M,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,66.81,$13.52B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LIN,Linde plc,202.59,$109.96B,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,85.42,$921.37M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,27.74,$6.62B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LINX,Linx S.A.,9.04,$1.44B,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/linx
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",119.38,$2.76B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,4.03,$358.54M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",70.55,$14.78B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv
LTHM,Livent Corporation,7.1,$1.04B,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",49.7,$3.43B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,2.83,$50B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,13.87,$249.43M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,365.35,$103.23B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
L,Loews Corporation,54.8,$16.69B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,12.28,$1.46B,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,26.21,$3.24B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",106.5,$83.38B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,3.14,$90.34M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",3.78,$126.67M,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",47.02,$1.87B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",1.15,$34.36M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",12.18,$349.39M,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,22.11,$601.31M,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",19.69,$345.18M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,19.28,$729.04M,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,87.8,$32.51B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,171.11,$23.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB^,M&T Bank Corporation,1025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1035.4394,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",37.38,$2.3B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",29.92,$824.86M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),33.65,$4.75B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,23.45,$2.12B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli
